date,platform,age_group,region,device,campaign_type,hour,impressions,month,click_rate,clicks,cpc,cost,conversion_rate,conversions,day,fatigue_factor
2030-12-01,Instagram,26-35,South India,Desktop,Text,20,81928,12,0.08137462941759517,6666,1.3,8665.800000000001,0.09554135943122205,581,2160,0.9136
2030-12-02,Instagram,26-35,South India,Mobile,Text,9,44752,12,0.0818181121991427,3661,1.3,4759.3,0.14346096386416177,479,2161,0.91356
2030-12-03,Google,36-50,West India,Mobile,Text,3,20643,12,0.03388906786701931,699,0.9,629.1,0.11301459909199836,71,2162,0.91352
2030-12-04,Instagram,36-50,West India,Mobile,Image,8,40647,12,0.04615787313134802,1876,1.3,2438.8,0.1351179120189512,231,2163,0.91348
2030-12-05,Google,26-35,South India,Mobile,Video,20,66082,12,0.07702105280862546,5089,0.9,4580.1,0.10129827698438323,470,2164,0.91344
2030-12-06,Instagram,18-25,West India,Mobile,Text,10,81329,12,0.06739109425628619,5480,1.3,7124.0,0.03532139800785786,176,2165,0.9134
2030-12-07,Instagram,18-25,South India,Mobile,Video,11,98330,12,0.09093614752920293,8941,1.3,11623.300000000001,0.13607949008096748,1110,2166,0.91336
2030-12-08,Google,26-35,West India,Desktop,Text,11,73974,12,0.05592223279936018,4136,0.9,3722.4,0.07887777407290689,297,2167,0.91332
2030-12-09,Instagram,36-50,North India,Mobile,Video,17,85431,12,0.0840741183895762,7182,1.3,9336.6,0.19677870588270002,1290,2168,0.91328
2030-12-10,Google,18-25,West India,Mobile,Image,3,19474,12,0.04542811897038102,884,0.9,795.6,0.050082731733108565,40,2169,0.91324
2030-12-11,Instagram,36-50,West India,Desktop,Image,8,38402,12,0.06763524315012935,2597,1.3,3376.1,0.14869870519870415,352,2170,0.9132
2030-12-12,Google,18-25,West India,Desktop,Image,7,83487,12,0.05106442235851336,4263,0.9,3836.7000000000003,0.09395826486075307,365,2171,0.91316
2030-12-13,Google,26-35,North India,Mobile,Text,18,17504,12,0.08441308554864502,1477,0.9,1329.3,0.12608852149542057,169,2172,0.9131199999999999
2030-12-14,Instagram,36-50,South India,Mobile,Image,23,7768,12,0.0835972369582457,649,1.3,843.7,0.12021581603437244,71,2173,0.91308
2030-12-15,Google,18-25,West India,Desktop,Image,12,75043,12,0.05030944025495034,3775,0.9,3397.5,0.1548702531963406,533,2174,0.91304
2030-12-16,Instagram,26-35,West India,Desktop,Image,1,96346,12,0.06711118818735473,6465,1.3,8404.5,0.10535877154142628,621,2175,0.913
2030-12-17,Google,26-35,North India,Mobile,Video,18,1620,12,0.07322666151712842,118,0.9,106.2,0.10973677756018868,10,2176,0.91296
2030-12-18,Instagram,26-35,South India,Mobile,Video,13,21447,12,0.05682729629205594,1218,1.3,1583.4,0.23089333054679997,256,2177,0.91292
2030-12-19,Instagram,36-50,West India,Desktop,Video,4,99757,12,0.047812385946515365,4769,1.3,6199.7,0.10996815981893594,478,2178,0.91288
2030-12-20,Google,36-50,North India,Desktop,Video,9,20118,12,0.04488989786528822,903,0.9,812.7,0.1741258843877578,143,2179,0.91284
2030-12-21,Google,26-35,South India,Desktop,Video,23,63051,12,0.03159704494907188,1992,0.9,1792.8,0.06518762490620889,117,2180,0.9128000000000001
2030-12-22,Google,36-50,South India,Mobile,Video,16,47599,12,0.026351749989220238,1254,0.9,1128.6000000000001,0.06437746461412347,73,2181,0.91276
2030-12-23,Google,18-25,West India,Mobile,Video,19,67494,12,0.08905609513102086,6010,0.9,5409.0,0.12160217654259742,666,2182,0.91272
2030-12-24,Google,26-35,West India,Mobile,Image,15,11200,12,0.05145675722091373,576,0.9,518.4,0.12197982428737872,63,2183,0.9126799999999999
2030-12-25,Instagram,26-35,West India,Mobile,Image,16,95854,12,0.07482059626615371,7171,1.3,9322.300000000001,0.12519461786936664,818,2184,0.91264
2030-12-26,Instagram,36-50,West India,Mobile,Text,0,59704,12,0.03362272144955377,2007,1.3,2609.1,0.03832994428419421,69,2185,0.9126
2030-12-27,Instagram,26-35,North India,Mobile,Image,20,54487,12,0.0484933216165735,2642,1.3,3434.6,0.1306664138825911,314,2186,0.91256
2030-12-28,Instagram,18-25,North India,Mobile,Video,21,47465,12,0.10274181447099419,4876,1.3,6338.8,0.06633618961709578,294,2187,0.91252
2030-12-29,Instagram,36-50,West India,Mobile,Video,14,30840,12,0.05313294409285519,1638,1.3,2129.4,0.20849795663659323,311,2188,0.91248
2030-12-30,Instagram,36-50,South India,Desktop,Text,16,89440,12,0.033798426854600945,3022,1.3,3928.6,0.08106153198723326,222,2189,0.91244
2030-12-31,Google,26-35,West India,Desktop,Image,10,19435,12,0.021507761231835634,418,0.9,376.2,0.07660230440794119,29,2190,0.9124
2031-01-01,Instagram,26-35,South India,Desktop,Image,21,48897,1,0.05163888077697762,2524,1.3,3281.2000000000003,0.0888549666748851,204,2191,0.9123600000000001
2031-01-02,Instagram,26-35,South India,Desktop,Text,4,98607,1,0.02885046520836275,2844,1.3,3697.2000000000003,0.16009956534321615,415,2192,0.91232
2031-01-03,Instagram,36-50,South India,Mobile,Video,3,64876,1,0.06461295085465148,4191,1.3,5448.3,0.14202905570370994,542,2193,0.91228
2031-01-04,Google,26-35,North India,Mobile,Video,20,90727,1,0.05452403999046616,4946,0.9,4451.400000000001,0.11497488819446813,518,2194,0.9122399999999999
2031-01-05,Google,18-25,South India,Mobile,Video,23,50412,1,0.05113814889390823,2577,0.9,2319.3,0.15737799070770409,369,2195,0.9122
2031-01-06,Google,26-35,South India,Mobile,Video,8,73282,1,0.035866543025691956,2628,0.9,2365.2000000000003,0.22480479968197256,538,2196,0.91216
2031-01-07,Instagram,26-35,North India,Desktop,Text,15,29484,1,0.04684321267682784,1381,1.3,1795.3,0.06715782150420345,83,2197,0.91212
2031-01-08,Google,36-50,South India,Mobile,Image,11,39658,1,0.057252976803210516,2270,0.9,2043.0,0.07184628160024605,148,2198,0.91208
2031-01-09,Google,26-35,South India,Mobile,Video,17,7053,1,0.06843928700656914,482,0.9,433.8,0.1628467243779749,71,2199,0.91204
2031-01-10,Instagram,36-50,West India,Mobile,Image,21,83055,1,0.12553418961852203,10426,1.3,13553.800000000001,0.10883446812030928,1034,2200,0.912
2031-01-11,Google,26-35,South India,Mobile,Image,2,56251,1,0.04146757379296498,2332,0.9,2098.8,0.053543112887256196,113,2201,0.91196
2031-01-12,Google,18-25,South India,Mobile,Video,14,41645,1,0.05242368421846008,2183,0.9,1964.7,0.1492540176355031,296,2202,0.91192
2031-01-13,Google,18-25,South India,Mobile,Video,17,3545,1,0.04594031434446519,162,0.9,145.8,0.15673482351872384,22,2203,0.91188
2031-01-14,Instagram,36-50,South India,Mobile,Video,11,80983,1,0.043611091460234064,3531,1.3,4590.3,0.18107903276087267,582,2204,0.91184
2031-01-15,Instagram,36-50,South India,Mobile,Image,12,96495,1,0.09170623866632849,8849,1.3,11503.7,0.19731348025722933,1592,2205,0.9117999999999999
2031-01-16,Google,26-35,North India,Desktop,Text,0,78213,1,0.038231596399157984,2990,0.9,2691.0,0.0799597262280284,217,2206,0.91176
2031-01-17,Instagram,26-35,South India,Mobile,Video,3,9560,1,0.0508611801746696,486,1.3,631.8000000000001,0.147085564848071,64,2207,0.91172
2031-01-18,Google,18-25,South India,Mobile,Image,7,63375,1,0.06358593451888313,4029,0.9,3626.1,0.0555503560519031,203,2208,0.91168
2031-01-19,Instagram,26-35,North India,Mobile,Image,18,4662,1,0.07564490703955912,352,1.3,457.6,0.1486012129868233,47,2209,0.91164
2031-01-20,Instagram,18-25,North India,Mobile,Video,20,79591,1,0.08981872688344841,7148,1.3,9292.4,0.061265665244935916,398,2210,0.9116
2031-01-21,Instagram,36-50,South India,Mobile,Text,20,40497,1,0.11886064462692483,4813,1.3,6256.900000000001,0.1596383499182069,700,2211,0.91156
2031-01-22,Google,26-35,South India,Mobile,Video,4,53606,1,0.05936079507998658,3182,0.9,2863.8,0.11720286319737246,339,2212,0.91152
2031-01-23,Instagram,36-50,South India,Desktop,Video,10,63112,1,0.06719107879870181,4240,1.3,5512.0,0.11518524008937896,444,2213,0.91148
2031-01-24,Instagram,26-35,West India,Desktop,Text,23,79334,1,0.08298329833347845,6583,1.3,8557.9,0.07310446870269792,438,2214,0.91144
2031-01-25,Google,18-25,West India,Mobile,Video,23,71344,1,0.06637468633984381,4735,0.9,4261.5,0.20768225209986696,895,2215,0.9114
2031-01-26,Instagram,36-50,South India,Mobile,Video,16,9048,1,0.1050037883655005,950,1.3,1235.0,0.23392392269400802,202,2216,0.91136
2031-01-27,Google,36-50,North India,Mobile,Text,16,79643,1,0.03107838885306063,2475,0.9,2227.5,0.14232482911394986,320,2217,0.91132
2031-01-28,Instagram,26-35,South India,Mobile,Image,1,7520,1,0.06358217440769186,478,1.3,621.4,0.1525372211006657,65,2218,0.91128
2031-01-29,Google,36-50,North India,Mobile,Image,23,17928,1,0.025807026707516348,462,0.9,415.8,0.052770735248062084,21,2219,0.91124
2031-01-30,Instagram,18-25,North India,Mobile,Image,0,56368,1,0.09743589795675045,5492,1.3,7139.6,0.08938617620791033,446,2220,0.9112
2031-01-31,Google,36-50,North India,Mobile,Image,3,24501,1,0.030126024982580882,738,0.9,664.2,0.07647812545582,51,2221,0.91116
2031-02-01,Google,36-50,South India,Desktop,Image,8,54751,2,0.030830665817738016,1688,0.9,1519.2,0.15309198891920986,235,2222,0.9111199999999999
2031-02-02,Google,26-35,South India,Desktop,Video,1,37191,2,0.05764864524992515,2144,0.9,1929.6000000000001,0.14384254892227233,280,2223,0.91108
2031-02-03,Google,36-50,North India,Desktop,Text,2,30476,2,0.0423223946080547,1289,0.9,1160.1000000000001,0.10199547747869085,119,2224,0.91104
2031-02-04,Google,26-35,West India,Mobile,Image,5,27948,2,0.039673614232806166,1108,0.9,997.2,0.04122235060253431,40,2225,0.911
2031-02-05,Google,26-35,West India,Mobile,Text,12,5483,2,0.05212167895081872,285,0.9,256.5,0.1271608233891858,32,2226,0.91096
2031-02-06,Instagram,36-50,West India,Mobile,Image,14,57123,2,0.08972826022702186,5125,1.3,6662.5,0.17328725713582474,808,2227,0.91092
2031-02-07,Google,18-25,North India,Mobile,Video,10,40887,2,0.02338452213380856,956,0.9,860.4,0.152431976975902,132,2228,0.91088
2031-02-08,Google,26-35,South India,Mobile,Image,9,84017,2,0.05520528634300917,4638,0.9,4174.2,0.17519835909953752,739,2229,0.91084
2031-02-09,Instagram,36-50,North India,Mobile,Image,2,77254,2,0.10662473759237025,8237,1.3,10708.1,0.10160730169599054,761,2230,0.9108
2031-02-10,Google,26-35,West India,Mobile,Text,19,81909,2,0.08446559651943465,6918,0.9,6226.2,0.03640476143535189,228,2231,0.91076
2031-02-11,Instagram,18-25,South India,Desktop,Text,8,89780,2,0.04289612193946307,3851,1.3,5006.3,0.1670524212013231,585,2232,0.91072
2031-02-12,Instagram,18-25,North India,Desktop,Video,9,62055,2,0.0889442555666567,5519,1.3,7174.7,0.05498961113882572,275,2233,0.9106799999999999
2031-02-13,Instagram,26-35,North India,Mobile,Text,20,94165,2,0.07540958658232569,7100,1.3,9230.0,0.05409312373737913,349,2234,0.91064
2031-02-14,Instagram,18-25,West India,Mobile,Text,22,32257,2,0.09945947206536003,3208,1.3,4170.400000000001,0.04024037791960788,117,2235,0.9106
2031-02-15,Instagram,36-50,North India,Mobile,Text,23,19327,2,0.0887367514299126,1715,1.3,2229.5,0.10295154717980175,160,2236,0.91056
2031-02-16,Google,36-50,South India,Mobile,Video,22,72304,2,0.07086627921306018,5123,0.9,4610.7,0.16058107081870862,748,2237,0.91052
2031-02-17,Google,26-35,West India,Mobile,Video,11,25866,2,0.03140157851645481,812,0.9,730.8000000000001,0.0832245019013272,61,2238,0.91048
2031-02-18,Google,18-25,West India,Desktop,Video,7,45649,2,0.026176609184502823,1194,0.9,1074.6000000000001,0.20871774453847258,226,2239,0.91044
2031-02-19,Instagram,36-50,South India,Mobile,Text,20,10166,2,0.08264193023283863,840,1.3,1092.0,0.15697535611101382,119,2240,0.9104
2031-02-20,Google,36-50,West India,Mobile,Text,20,97279,2,0.08863633151957256,8622,0.9,7759.8,0.06729739697237043,528,2241,0.9103600000000001
2031-02-21,Instagram,36-50,North India,Mobile,Video,20,83334,2,0.0901851130118662,7515,1.3,9769.5,0.1507548163460209,1030,2242,0.91032
2031-02-22,Instagram,26-35,North India,Mobile,Text,16,10042,2,0.08458155613595832,849,1.3,1103.7,0.12898412876762502,99,2243,0.91028
2031-02-23,Instagram,26-35,West India,Mobile,Text,21,12969,2,0.09633408055949479,1249,1.3,1623.7,0.07681597468502335,86,2244,0.9102399999999999
2031-02-24,Google,36-50,South India,Desktop,Image,4,52880,2,0.0387189769534541,2047,0.9,1842.3,0.08305170356428229,154,2245,0.9102
2031-02-25,Google,36-50,North India,Mobile,Video,23,73739,2,0.024187874251018107,1783,0.9,1604.7,0.08648791480726589,140,2246,0.91016
2031-02-26,Instagram,18-25,South India,Mobile,Video,7,64588,2,0.03905195060144001,2522,1.3,3278.6,0.20442035889534785,468,2247,0.91012
2031-02-27,Instagram,18-25,North India,Desktop,Text,17,5641,2,0.03993478869655638,225,1.3,292.5,0.08465008808156144,17,2248,0.91008
2031-02-28,Google,18-25,North India,Mobile,Text,10,29536,2,0.06516462341753619,1924,0.9,1731.6000000000001,0.113168964492105,197,2249,0.91004
2031-03-01,Google,26-35,West India,Mobile,Image,21,80910,3,0.03327273011365451,2692,0.9,2422.8,0.14414632141919909,353,2250,0.91
2031-03-02,Instagram,36-50,West India,Mobile,Video,9,15546,3,0.11457305016089474,1781,1.3,2315.3,0.10939050999840641,176,2251,0.90996
2031-03-03,Instagram,26-35,South India,Desktop,Video,14,15102,3,0.048555861361638274,733,1.3,952.9,0.10037783219774636,66,2252,0.90992
2031-03-04,Instagram,36-50,West India,Mobile,Text,5,99895,3,0.08490564519773863,8481,1.3,11025.300000000001,0.053865323282306476,414,2253,0.90988
2031-03-05,Instagram,18-25,North India,Mobile,Video,18,10029,3,0.09995849069147483,1002,1.3,1302.6000000000001,0.0543533591714392,49,2254,0.90984
2031-03-06,Instagram,18-25,North India,Desktop,Text,16,48545,3,0.0691676633151298,3357,1.3,4364.1,0.04563464173338522,139,2255,0.9097999999999999
2031-03-07,Google,18-25,South India,Desktop,Image,22,12322,3,0.0553681932411351,682,0.9,613.8000000000001,0.09180818665351667,56,2256,0.90976
2031-03-08,Google,18-25,South India,Mobile,Text,9,13654,3,0.0587685564180684,802,0.9,721.8000000000001,0.14389120724355414,104,2257,0.90972
2031-03-09,Google,36-50,North India,Desktop,Image,4,57663,3,0.040838086434545603,2354,0.9,2118.6,0.06446464036474875,137,2258,0.90968
2031-03-10,Google,18-25,West India,Mobile,Text,15,76501,3,0.038761619869692794,2965,0.9,2668.5,0.10591245469613565,285,2259,0.90964
2031-03-11,Instagram,36-50,West India,Mobile,Image,11,60687,3,0.06078450308905374,3688,1.3,4794.400000000001,0.08175033852968117,273,2260,0.9096
2031-03-12,Instagram,36-50,South India,Mobile,Image,20,8508,3,0.13968533875194905,1188,1.3,1544.4,0.13510057703424103,145,2261,0.90956
2031-03-13,Instagram,26-35,South India,Mobile,Video,23,48859,3,0.08017866684530843,3917,1.3,5092.1,0.21054227174882828,749,2262,0.90952
2031-03-14,Google,18-25,North India,Mobile,Text,4,23132,3,0.035334812503201855,817,0.9,735.3000000000001,0.06860608335358638,50,2263,0.90948
2031-03-15,Instagram,18-25,North India,Desktop,Video,20,66800,3,0.09625739469947393,6429,1.3,8357.7,0.11123711538796739,650,2264,0.90944
2031-03-16,Instagram,26-35,South India,Mobile,Video,0,17025,3,0.08417610912673237,1433,1.3,1862.9,0.20505155545456835,266,2265,0.9094
2031-03-17,Instagram,36-50,North India,Mobile,Text,1,78024,3,0.0636313089368876,4964,1.3,6453.2,0.1034698739238513,466,2266,0.90936
2031-03-18,Instagram,18-25,South India,Mobile,Video,4,66924,3,0.09278977242793851,6209,1.3,8071.700000000001,0.07730350382536043,435,2267,0.90932
2031-03-19,Google,36-50,South India,Desktop,Video,22,68607,3,0.032465494174296734,2227,0.9,2004.3,0.2121975998524992,429,2268,0.90928
2031-03-20,Google,26-35,West India,Desktop,Video,18,25970,3,0.025241982251670996,655,0.9,589.5,0.10407072582659,61,2269,0.90924
2031-03-21,Google,36-50,South India,Mobile,Text,14,48736,3,0.08051027005559927,3923,0.9,3530.7000000000003,0.09658446319668404,343,2270,0.9092
2031-03-22,Google,18-25,North India,Desktop,Video,0,80990,3,0.026021680421444728,2107,0.9,1896.3,0.09320326082836042,178,2271,0.90916
2031-03-23,Google,36-50,West India,Mobile,Video,10,8840,3,0.06684956143555837,590,0.9,531.0,0.15321237738318969,81,2272,0.9091199999999999
2031-03-24,Instagram,36-50,West India,Mobile,Video,17,30654,3,0.052100054667136936,1597,1.3,2076.1,0.1835955823250303,266,2273,0.90908
2031-03-25,Instagram,18-25,North India,Desktop,Text,2,78385,3,0.041487423995563995,3251,1.3,4226.3,0.1354139706232069,399,2274,0.90904
2031-03-26,Instagram,18-25,North India,Mobile,Image,8,53408,3,0.10444419749432496,5578,1.3,7251.400000000001,0.176706489099748,895,2275,0.909
2031-03-27,Instagram,36-50,North India,Desktop,Image,23,86939,3,0.04711427028357939,4096,1.3,5324.8,0.09435339613697517,350,2276,0.90896
2031-03-28,Google,36-50,South India,Mobile,Image,3,76967,3,0.05961233510953947,4588,0.9,4129.2,0.20638485067492182,859,2277,0.90892
2031-03-29,Instagram,26-35,West India,Mobile,Image,23,23442,3,0.05549666445564272,1300,1.3,1690.0,0.13901103061986003,163,2278,0.90888
2031-03-30,Google,18-25,South India,Desktop,Video,12,66243,3,0.06315878350733649,4183,0.9,3764.7000000000003,0.13727677890279277,521,2279,0.90884
2031-03-31,Google,36-50,South India,Desktop,Text,8,7630,3,0.05148015238139085,392,0.9,352.8,0.16890147007199896,59,2280,0.9088
2031-04-01,Google,18-25,South India,Mobile,Video,2,48736,4,0.08047214842131463,3921,0.9,3528.9,0.19189863909552587,683,2281,0.90876
2031-04-02,Google,26-35,South India,Mobile,Text,15,14008,4,0.028539262121872182,399,0.9,359.1,0.1162388566850183,41,2282,0.90872
2031-04-03,Google,36-50,West India,Desktop,Video,21,48487,4,0.06940035592745296,3365,0.9,3028.5,0.05991871254595059,182,2283,0.9086799999999999
2031-04-04,Google,36-50,West India,Mobile,Image,7,69395,4,0.04182477013635499,2902,0.9,2611.8,0.16854132553538653,444,2284,0.90864
2031-04-05,Google,36-50,South India,Desktop,Image,6,3393,4,0.03525330383814835,119,0.9,107.10000000000001,0.06709390942034597,6,2285,0.9086
2031-04-06,Instagram,18-25,North India,Desktop,Text,22,95680,4,0.08615560217597044,8243,1.3,10715.9,0.0780190310494556,584,2286,0.90856
2031-04-07,Google,26-35,West India,Mobile,Video,16,56971,4,0.0787665752824461,4487,0.9,4038.3,0.25147757945123267,1024,2287,0.90852
2031-04-08,Google,18-25,South India,Mobile,Image,15,80627,4,0.050934541359144485,4106,0.9,3695.4,0.0814833818267399,303,2288,0.90848
2031-04-09,Google,36-50,North India,Mobile,Text,20,88991,4,0.09425408389596986,8387,0.9,7548.3,0.08105666571776457,616,2289,0.90844
2031-04-10,Instagram,26-35,North India,Mobile,Video,21,69657,4,0.10785762799107422,7513,1.3,9766.9,0.2332816341898829,1591,2290,0.9084
2031-04-11,Google,36-50,South India,Desktop,Text,17,75652,4,0.06791284881200058,5137,0.9,4623.3,0.0979233741482277,456,2291,0.9083600000000001
2031-04-12,Google,36-50,West India,Desktop,Video,15,71507,4,0.022944803697644,1640,0.9,1476.0,0.12386087507161804,184,2292,0.90832
2031-04-13,Google,18-25,North India,Mobile,Video,14,30644,4,0.03191067467378014,977,0.9,879.3000000000001,0.1788162624827376,158,2293,0.90828
2031-04-14,Google,36-50,West India,Mobile,Video,1,90615,4,0.07763921927966701,7035,0.9,6331.5,0.08408161955675199,536,2294,0.9082399999999999
2031-04-15,Google,26-35,West India,Mobile,Text,19,94863,4,0.08110789852416232,7694,0.9,6924.6,0.17970894414903607,1255,2295,0.9082
2031-04-16,Google,36-50,North India,Mobile,Text,3,37122,4,0.06329533673994421,2349,0.9,2114.1,0.07606957202807994,161,2296,0.90816
2031-04-17,Google,36-50,South India,Mobile,Video,4,4397,4,0.06692260128434584,294,0.9,264.6,0.2375943553860474,62,2297,0.90812
2031-04-18,Google,18-25,North India,Mobile,Image,6,55569,4,0.08779258140986196,4878,0.9,4390.2,0.09150325026347332,405,2298,0.90808
2031-04-19,Google,26-35,North India,Mobile,Video,14,78948,4,0.06966544407491237,5499,0.9,4949.1,0.1074593238537451,535,2299,0.90804
2031-04-20,Instagram,18-25,West India,Desktop,Text,16,53133,4,0.08742745906540426,4645,1.3,6038.5,0.04901281471102725,206,2300,0.908
2031-04-21,Instagram,36-50,South India,Mobile,Video,9,49519,4,0.08398746540427315,4158,1.3,5405.400000000001,0.08982054949935575,338,2301,0.90796
2031-04-22,Google,18-25,West India,Desktop,Text,19,72057,4,0.08207702172546077,5914,0.9,5322.6,0.11533693178911258,619,2302,0.9079200000000001
2031-04-23,Google,18-25,North India,Desktop,Video,8,30151,4,0.03574327382487116,1077,0.9,969.3000000000001,0.16519700623752379,160,2303,0.90788
2031-04-24,Instagram,18-25,South India,Mobile,Video,15,4472,4,0.11245912493715533,502,1.3,652.6,0.2442814592311541,110,2304,0.90784
2031-04-25,Google,18-25,South India,Mobile,Image,23,52769,4,0.06494234759446338,3426,0.9,3083.4,0.06392776704656573,198,2305,0.9077999999999999
2031-04-26,Google,36-50,South India,Mobile,Image,2,6481,4,0.03530006577889061,228,0.9,205.20000000000002,0.11861655431269653,24,2306,0.90776
2031-04-27,Instagram,36-50,South India,Mobile,Text,21,39977,4,0.06098125891302428,2437,1.3,3168.1,0.07632095226070235,167,2307,0.90772
2031-04-28,Google,26-35,South India,Desktop,Video,8,20883,4,0.02535572779598513,529,0.9,476.1,0.14272291677767077,68,2308,0.90768
2031-04-29,Google,18-25,North India,Mobile,Text,7,89915,4,0.038607332768554416,3471,0.9,3123.9,0.08682524234354501,273,2309,0.90764
2031-04-30,Google,18-25,North India,Mobile,Video,22,25265,4,0.10398667608791991,2627,0.9,2364.3,0.12257166169475339,291,2310,0.9076
2031-05-01,Instagram,26-35,North India,Mobile,Video,6,53744,5,0.04998970818942537,2686,1.3,3491.8,0.09501749603581851,231,2311,0.90756
2031-05-02,Google,18-25,West India,Desktop,Video,16,24656,5,0.04405123349310576,1086,0.9,977.4,0.17634832040922513,173,2312,0.90752
2031-05-03,Instagram,26-35,South India,Mobile,Image,4,10304,5,0.035232359268950936,363,1.3,471.90000000000003,0.1502147681911947,49,2313,0.90748
2031-05-04,Instagram,36-50,South India,Mobile,Text,6,87616,5,0.08887547796499695,7786,1.3,10121.800000000001,0.08209832202571692,579,2314,0.90744
2031-05-05,Google,26-35,North India,Mobile,Video,12,46911,5,0.03492354483488217,1638,0.9,1474.2,0.06897950114620945,101,2315,0.9074
2031-05-06,Google,18-25,South India,Desktop,Video,17,44013,5,0.03799707546049471,1672,0.9,1504.8,0.1485782118846154,225,2316,0.9073599999999999
2031-05-07,Google,26-35,West India,Mobile,Text,21,78981,5,0.08364400658778522,6606,0.9,5945.400000000001,0.14334286681627734,858,2317,0.90732
2031-05-08,Google,36-50,South India,Mobile,Text,13,41314,5,0.042691933780064605,1763,0.9,1586.7,0.05357391771856119,85,2318,0.90728
2031-05-09,Google,18-25,South India,Mobile,Video,17,23857,5,0.04141670159005146,988,0.9,889.2,0.1919599159011411,171,2319,0.90724
2031-05-10,Instagram,36-50,West India,Mobile,Image,2,29894,5,0.08050834709176269,2406,1.3,3127.8,0.12391306869877661,270,2320,0.9072
2031-05-11,Instagram,36-50,North India,Mobile,Image,16,39570,5,0.03645097031811345,1442,1.3,1874.6000000000001,0.1162824866308883,151,2321,0.90716
2031-05-12,Instagram,26-35,North India,Mobile,Video,18,67080,5,0.07894716097493647,5295,1.3,6883.5,0.19477128481805808,935,2322,0.90712
2031-05-13,Google,36-50,South India,Mobile,Image,6,40420,5,0.022379513784549106,904,0.9,813.6,0.19121485044385217,156,2323,0.90708
2031-05-14,Instagram,18-25,West India,Mobile,Text,20,82588,5,0.12337252868038297,10189,1.3,13245.7,0.06301692892384028,582,2324,0.90704
2031-05-15,Instagram,36-50,North India,Mobile,Image,3,57210,5,0.06952035737456409,3977,1.3,5170.1,0.1455274453520749,524,2325,0.907
2031-05-16,Instagram,36-50,North India,Mobile,Text,14,28734,5,0.04397600497415259,1263,1.3,1641.9,0.10248135274275404,116,2326,0.90696
2031-05-17,Google,26-35,North India,Mobile,Text,23,37219,5,0.05542488480133108,2062,0.9,1855.8,0.07851999395799661,146,2327,0.90692
2031-05-18,Instagram,36-50,South India,Mobile,Text,7,67972,5,0.08475904315568508,5761,1.3,7489.3,0.12452982945640484,650,2328,0.90688
2031-05-19,Google,26-35,West India,Desktop,Text,15,56813,5,0.05667817410522338,3220,0.9,2898.0,0.14776004637707368,430,2329,0.90684
2031-05-20,Google,26-35,South India,Mobile,Image,0,12007,5,0.043175195404014224,518,0.9,466.2,0.12359880187141957,58,2330,0.9068
2031-05-21,Google,18-25,North India,Mobile,Text,15,29341,5,0.07561689743336888,2218,0.9,1996.2,0.13857602552749973,278,2331,0.90676
2031-05-22,Instagram,18-25,West India,Mobile,Video,1,97550,5,0.03342616196030247,3260,1.3,4238.0,0.15600505559428007,460,2332,0.90672
2031-05-23,Instagram,18-25,South India,Mobile,Text,1,50411,5,0.044718115116136006,2254,1.3,2930.2000000000003,0.10061281962130673,204,2333,0.9066799999999999
2031-05-24,Google,18-25,North India,Mobile,Video,7,74087,5,0.05688599984849778,4214,0.9,3792.6,0.14840960225774327,566,2334,0.90664
2031-05-25,Google,26-35,North India,Mobile,Text,11,79649,5,0.024878716515982682,1981,0.9,1782.9,0.10041726514410179,179,2335,0.9066
2031-05-26,Google,36-50,South India,Desktop,Text,10,49431,5,0.06172645850265291,3051,0.9,2745.9,0.09260018192853046,255,2336,0.90656
2031-05-27,Google,18-25,North India,Desktop,Image,5,5841,5,0.018624288066536886,108,0.9,97.2,0.11280722567991207,10,2337,0.90652
2031-05-28,Google,18-25,North India,Desktop,Text,18,41729,5,0.06105780910931352,2547,0.9,2292.3,0.11180226247824988,257,2338,0.90648
2031-05-29,Google,18-25,West India,Desktop,Text,17,83638,5,0.05802884767746427,4853,0.9,4367.7,0.1338250887967746,588,2339,0.90644
2031-05-30,Instagram,36-50,North India,Desktop,Image,4,85647,5,0.06421004064506215,5499,1.3,7148.7,0.07847598786442156,390,2340,0.9064
2031-05-31,Google,18-25,South India,Desktop,Image,14,77629,5,0.03345107358140138,2596,0.9,2336.4,0.04625578075866148,108,2341,0.90636
2031-06-01,Google,36-50,West India,Mobile,Video,7,74082,6,0.05022423304315545,3720,0.9,3348.0,0.13357437714267711,449,2342,0.90632
2031-06-02,Google,26-35,South India,Mobile,Image,5,58804,6,0.05642003518539933,3317,0.9,2985.3,0.11338227395684602,340,2343,0.90628
2031-06-03,Instagram,26-35,North India,Mobile,Video,11,98335,6,0.08370039639262787,8230,1.3,10699.0,0.051537622541603656,384,2344,0.9062399999999999
2031-06-04,Instagram,26-35,West India,Mobile,Text,18,53006,6,0.09581043140390956,5078,1.3,6601.400000000001,0.10380484965246199,477,2345,0.9062
2031-06-05,Instagram,36-50,West India,Mobile,Video,11,22584,6,0.07339124335243251,1657,1.3,2154.1,0.19584749703195656,293,2346,0.90616
2031-06-06,Google,18-25,West India,Desktop,Image,11,61591,6,0.05222852195388007,3216,0.9,2894.4,0.09149682753814652,266,2347,0.90612
2031-06-07,Instagram,18-25,West India,Mobile,Text,8,20361,6,0.045836183456141516,933,1.3,1212.9,0.13340741939210696,112,2348,0.90608
